wallet_address,3LH7pDMG6maRkpHfQdN6hV36D6geFckDp7vTNDYTpump,5E8ifewWjdGPDCRdmvbua3YvV1QzjiZs63qJYwuFpump,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,8sxdRtLdtaYdHis1VSkCJoZUNVZXiaEKEUomzPRTpump,A4GoNqSZTvX4sSnRE1wFjEkemWm8jmbHhLgyCBAkpump,BPuNpj7eqg8R2z8jGxJqWZqxqoVritGsFpHTsNLHpump,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,MEW1gQWJ3nEXg2qgERiKu7FAFj79PHvQVREQUzScPP5
99sEJcsdz3ysz2e11QcRMfdsQ1e71qzFzFk3HqgfDMBS,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
99x9yCAXr4VNQ6gZYvBpUo9oVJfD3masYqeRg2q1L6kQ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9A1o8CHfYp2B5opELquHFsvCHUUBhFXXZBVpvJmGRFWk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9ACCDB67EokeJS7QzaYvVxmFw8w5pZ23vv8n5HJ5dxmC,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9AEczS997bQuYMN3mTcrM2kqxtYWyFXpWoMxMXqQhDNQ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9ALZTJRM9644YDbNwxPpAs5vDD6ZYimnH5hUcSVTDcyZ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9ANrFDYUd5brnNXCm1Ksk9UN4ZfKBPdKhWtLDJPHxZaf,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9AbFQ6PKy9UqfTgQNcfDMozW4es3Rr8FGTCE2afgo7QJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9AfVC7NAoUrkbaoJoQgKcsJdDyVVKJyfwpGkNA33iXg4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9AhKqLR67hwapvG8SA2JFXaCshXc9nALJjpKaHZrsbkw,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9Amqok45zrrhCQdnqST4cjGv5qaQmbNe3gsykDLYYNMh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9B4jmDnoNDWhDHa7wuUNExp7ypcyADYPxuaxKpdCowL1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9B7kMkDm1mH1kFhuteyzkcxNUYCryqvraR4dRSxQgHZc,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9BAYe4Y8RikJgQTPRbdj32nsdfWqHc76AeANGPHGR9hG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9BWzpBnezKTxSokvxRx6rUPWUxY1mvCDhrR4N8vP9zXH,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9Bd7YUSBUwdBpTTRWBgXWQRvcmz5MLSYLWAvDUrRvFfT,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9BePaoURrV8m5v3GL5fWc7DdXHCPmZePc3SVcr6bQMN6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9BmEbAEux5pTZMjYPt22PvkX1HNsCyXuWa5yhMMMGoKM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9C1W4SSfJNV7KhRpVkCPzqxLqHzWtTGUGfuX7jVFQYTH,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9C398ULwLmu6SSZ8ZCCtwndfsdTBoDZsHdVJiSux5PnB,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9C3fGGbeiWoKtjZTRCu3r3CuCEeJkwVV4w2nokzt3yhP,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9C938nat7huXS8pW5T13Njgq41Pz6qEdWRrnAPk9HZiC,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9CAVjUdF5XhfpCweFxne5u8W51SrzMz2eAPebibAcD4v,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9CCzdSyWxx62vd1HZ4aC7aQGguNo1RDL8XVN71eJ5CTG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9CEvaBoGEXiNHwSDXrcnCZKqnUYpszX6netQQeoK88bv,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9D634r74T2rQ26vCTHg3uRWvAd3r7rHJ1N6C5FFnwCfw,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9D6VYRYim3Zv2apW4FgV5vzVBQpMDizaFVYiqs9nRaPi,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9D8BTdKvXSC2ASZ8q16TKw1vnyGUnHkVFNkYSoNgR3Jn,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9DqRdVrXbT7opHsZxCHKcNH9gi4yxKqvt2C7udrzaA3U,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9DyrAtxSSdTaX38P66crmiEaR9nX6kf2vVE3jcp1Lupg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9E5NPJijy7jTZrcZZmP7sBGTtMexqeTvZYxenmksdsuW,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9EFDG1K91aMCuTuL8vF1VCJbPNqnFALgnJJSGcA2Sc1V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9EPvq9ftcUUgbq94thqukmYFUdnjBdm2s1rAbztADLUB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9EezH5b9cEqYijkib4WSqFE45TtDDGHaRbbG98U1T9c,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9EovPaGrRL7UKG4m7og3Vxfx5vmz8hHRtEoZkgiAekg5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9EsYYuQBQyDaqDk3KewNk3D5Tt43GuZm5PgxToMVcewC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9EwyPkDEnAjYrMYRpv82YxNnD3CQAumTkKuiY3pFaKYR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9EzYCaNAmxu9T14WJQjd8xcu7t5nHFroF4HAYjhdzPBe,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9FfxMGSfdwDjiCz4YJ6ewdw4FcGp49ePEAEtAjvd9WRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9Fh2oLUf7XCf7zT8dZzMuGsQPF8VtAZAuKj72eXWGtrB,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9FiA7vUp9sy8q4gxmajM2A5maubTUYDG1piCYgrXLmfj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9FzqnEBPRHh6Q52TwGNKTqzktJU8EkfvWYBDB9CBH4Mf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9G174Uyd3VS8TAnafRGvHSYqunsX6WvJa5GZCW5z4ggY,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9GLFoahBan9Rp43W8E9BDNmP19BFsZzDqsZG4Jwhv4Fx,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9GMVR4Q5Z679za6aumh28EVJtB5G9LZkRXFJuYd7WatB,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9GQSmAcQ2wCgsuzUpzAi6aCe3LvPoMxBYMwK2sYGHekP,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9GX3SSyGT9y2jCLr6thXpNDeNxiGZA27frgW9k2nztR1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9GYTajDp7cq5zL3aoYU84jQManVXwZQzNqtnHRDXnUVe,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9GawBA5z3Y9yHHxMZKyNn7nhdpTd8va4bAkkdjAwdWmk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9GdAE11kjHk3WsuP7yUnDBN4UVJaG9bHHMJu6ZB7ucZP,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9GrCccuuxFvAoeWVEZ5GJw4hLhcpy4we8fhLaMBFzQit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9GvTNbifvfmgWn24dff3hTEwrn3WmDMb85XmPau3LcGb,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9H1QfWwEqNqDuGaQutgDzHpbghd9WkrsPAWkJanLER1o,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9HXimGfUx9eofgswfnSArYZhA3FQT7EV8KM22mZDK6Jk,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9HsdDZeXwCLCMhbnAx5r1TSUXaZwoZ3yWHMftpTy6vVN,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9J6NARYk69TZSdMHREnbLyBAsmq6zFq5Sos9kzvuAdrB,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9JJJqYheVj6j2EXRt6axyeCKypMVLXwDAx7HLGwy4e6J,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9JUrdyhYJYV6FCh2VjA8rxY3NnTcF9yTUvY8MMTQ27iU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9JVcnRLxoMxZKNDRzoCBkjevYZN6P6TjUX3CsHTWUytp,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9JZgoEpx6h6CKj1sAnppJoUrsXBBRscoBfxotnJYRzhe,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9JynKPTAVp7h8mfS4YmWfcXLUgKMEmjPqpLRQNyZyWQw,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9K2VG9PXjTz2E1wuJnXLRQeKVCayMDHt4k9gDLdq5Mzq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9K9h288jGcmwYLJ2nLrFUzMuSZWBoi92SnW2SMBxebHr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9KW8AfoeYgPwhtM1bAGqXXpv1jTrKGg4wKnw8V5vxVRo,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9Ks38nBJum6NLbgdquJwW5X1dAWSxnKmDq5fyfFZDRkv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9LJNU7izVTpcSddUSSJP1vxtPf6Dn6LaDkbWJe5i4Cus,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9LTvGc2RX7FbB1ve9tPG2tL85rFg11BjMo6StUfRoG1r,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9LbmrBc15oBLFU6bHfhm4cKBuZP1GACvWvSFjgdUYRsB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9LdayoGiku8kR5pA8hxroHvTw1Em6iwQLf6HkecZ7ApW,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9LkV989i2SrqP4bG6KLHEVWM4iWRyFMKyNw7bbTrNak7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9LtLrsSkXu9kkTYkTPK7GsxLkPsA2dUzQUpsgMMtocFP,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9LtisGK51VsTeJrq4r4LD58GpNX4eNcLbjmNs59H63q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9M4DpYVfL2cHkKh8eQN8AxSyFEmEZvsATpKf9H2cgxpV,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9N5CnB2ceUq6C4ozHnzp7aD5j3U1j1oZxg2v5mFqSjDG,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9NdPyLepc9ZNgdA3X9x4V5NwgLx27sSpmdj7TdNSvQtH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9NxPxnAJSvSeNBauC8E3mQ8wGoDoBqsTMGaAqCZ6i7W2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9NxbKFow4R9p4AEb8it1TgjKFbZHQwSqmS34WuXVEs87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9PLK8xuCXtJWU6o9DCPHAFxu7ChWZV7MXjZ7YpXC6Che,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9PNXbXX4QJGRjPyxYCsezpeFqmPmZ8F2mT9zUeL1nMWf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9PQdtoN6cTHrs1VFhn2qBxcy1nmoTnxgjhDH5r1ps4ws,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9PepJaHtErQZZvsswhUorkMxa9YH7xUv1p4h4HobdaB9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Ph76Qr83Co84JEC4Eybix3gR5HbJRRLmaJdAvNPUZ3W,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9PkRzggvfkxuDBx9Mn3ALCb9WgqEm8MAtADM2PbEH9KW,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9QCmZWQv8isj7gYruyKQUeG91uZXdGkDHuVtnmwi932f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9QQTSsq1fVYiaa2B1xQ2TBUYYnaG67fKXUPS1qM89rYe,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9QWp9N4QVLEHXigz4yggECGiRN6YBL25oB1HreCuxfAD,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9Qnhu5X5RZWAbRUgCnFnimpEmAiLGhetConxmfaJi5yG,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9QuPGW1q9YJ76qMKntWzjuqVnKruqX7Yyj9LcpJyfpeP,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9QvfnPSoi18tDhCYzGNYpYbtLFdnVFcLxVqdHFTYxNZ7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9R52fnsC1RgfsFqdnZq81LN77TChqs9VXa285pmr3YJd,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9RCFduZHwM1bnc5xj3bixaR9rPxXs6LkWbvKz7aTU6Kz,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9RGjjbRdxyErozMgTzgtF2Y3fdduHNQSHT5ZbmW1jLAK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9RTmqqCMbSqmvBQeKEJMx41oYk4ZruXrkTDZyuBizaWv,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9RVEvp18sAkvvNL76py4YJhc21iRmqXtHg8R6jEAZF1B,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9RdFK52dQAZo4mCdKTeC6hX5PZ7puynBBNpndHQ4C1DJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9Ri8BUpktvHQtwa89Yyknec3wsvtLy9GzfetJ1dX9uie,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9Rs5a2jg2hU9xQ9683ieSsgxDwn4ejZtC9Lugjd4YoVk,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9SFygifgPTwYZUspJz8HK8EZrxP4VXm6V827HDmPqZUd,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9SMt2xSGASeAeoggmduxFAtzhPdrn5JVhmrXnHAokSYp,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9SXmahcYzTpTvAsMKFjqgJM5xNyBBvWnsEGriDNc32rr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9ShyX9WGQHgQmrNWagd4vykpaDeXDSyGCfB8Qtu5kGmp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9SngNwStRqU2HLXwbuMdwgv5hmzbccJfqs1Y9HyK2r5i,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9TDJmjcLYpdXQHsHUczQBebgXfXSNBCCJ9RknzFioS7w,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9TKQRJQAir8SSo5mUAi1kTjSz6XEDxyaTiEVmbZAukdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9TSgNnndoYA5VJBkGCVwb6D1icqgQNjvXisS6SdM4JdE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9TWWHZ7WoYWuuKwgB93BwhGXb16q5GbKqvZEVgzeBrem,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9TcGac6xdHyVofn68wW4gqR1JkuU4tEGiUjkrqf8Gvf8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9TdTgh7gA1TSKs8EPuTimiWbhugcwQpZ83tCSYmjYZoC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9TxcS1Hse6V6SBRF65JCMLtpCKa4CuasnmEFwuzr5CMa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9UFcRdqiWLqWEZazQ5ATKSHvJmDSmSwjvppTdSpLPPQq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9UFi3wTVXWwFBHX8t84ADakxs6R4TAm6dTMQY6FR1Baa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9URyFQVSnY44oxubPgrkWvAm3i7Vzg2yK2UsbsqRomrF,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9UXaqSBMNMJcs3qRK8G5sctzpCa21tjgjmPJHwM9YqVK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Ua6CnV2SPnRZigau7UscZDXdsDvcWaF3pJeY6EVL1xi,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9Uk6dkJv5hjF4AX9c2T7UEdU1RuaTiAKqBngDBMAUq7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9V5WmYmEY5MW8gRtqjoGhGgovf5kfwepgULq7g5HqLjv,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9V8ULp9iMZJyjJCFYLRBXyUfixD8mxHiaYC2fXoYRy79,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9VG2exapJ55nsZT9Qkf1e3FzQAmGfRzkNVRNyuc52mjQ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Ve4wKV74oQLFTURFqWnX412sj1dKkxW5h9QxXBBM7CA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9Vfm8v8imXtUqQmCu21sHJEi7Urr6S7LLYXPX9kaWkkX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9VoBdXxc8sTSwQaTaetFxXReSrLqainCbNDrBJ2Pxj1C,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Vyoa3LTMhsLzW7yxDAJbiZ2npFVXb3GUJ7CiMJvhvk,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9WGXskZSm6E25NeuVR9pk7kPaPzrAKtkeA6M2VTPVnNk,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9WN3qbWie94fnst9rmSe1N71XTy6dKeA7FcycRLtvAYa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9WRGAz6rZhbVq6X6sAjrip3i79nPihGcKiorChJ3Qq8E,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9WgZaLv2A6kwJkRRvo1JNPA8vwwWUGgddaR1ErerH5Sm,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9WjZbGYPWVzSPtNfjVYjYQg6ak98xj1sAgkdZzbqFUZg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9WmjHX36ALYVigbT1StPRn8iAxUUWEAMpmo8DvqiGWLz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9XQFjCdVLE93TAdnDBaMP1GZx7aps4waqgKgCLnwKnRS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9XWwhrZNNTnbKs3CpXP6STXcFo6g2jwTMmqEvN9JDJpa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9Xc6CwysC1XgvaoVLKqKhjo9hBL77LJCG2xCt7iaYfEk,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9XogR89NnBwMuX6Gq4xqn2uxed5RLypqtMRi39uCBNpA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9XqHmSTTdJrPpbfykTUzhgykPCemfbmPp75oe7KoL3MV,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9YCN9keM3Wwz9Jbnk2GPDB37EwNuBeUqsGQ6zJKApqAv,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9YDt9VphHgtpH7MdCyedWMbLQN3XfnHWypyVwiwUTokg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9YK17XPAp8p64zhRaqaRK569MP8avayUDoeF2jiuUmjZ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Z9CjvRqzM7SeFMpCXbF3gbhR8nSSsxTYLNRVyV5gHx8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9ZFUU3Gck76u8DyWv4KuB1y9wmC6E6qNe98XJrhwJ3Jc,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9ZKUkSvUFvwe8FsyNXnigszJbq1wffE68Ku4X8EMDASY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9ZUBrziWg6eqrqWkouuEvXk2JPQppbLPc23oE4jzMNSL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9Za1JSrQuHLgojhduxuVEjgJQbUbCG3j3z7dt5RQmrVE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9a3DVod8CtsWbaMqAZu9PVbo9iMHzQtjzibKN39twrix,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9a3wp24yVVz9EBxWcgeZeqrd4EyuUDzBM2tpWeMRnH4r,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9aCBH4XaRWmjH99X2wGL9DBFXHPkmgZhy3CxNaFnPgTr,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9aFbxozzKLQTMXfyMhsRzDqsBrCMe1u92sgLN4g1pfPz,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9aLXDsWRkPwi6AmK5T1NfoBcevrJi6Jg7R54LnN2uqv8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9aSDsnzj3MXdjDGuYfpo5rzqzZK5uaNUYee9Z2zhqn8a,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9b6ZV6aP6vZrFfR855ZBrqnSFFMrXMRJQxkXyuRoHBS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9b8Yax665rt5RyWvBAfEPvaVtqGuLCV1x2Nk7ui54z5R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9cTbMBBnm5XkFLDTSE4JnXj7PKxcmTosV3zArARpqnaG,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9czzLa6uM89W2y3XofrXWamJMqxspjtJNotKgFAoDyBJ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9dRDEtwjT8AeNMTMFXeTWuEr1Y6eApQLdEBdq37rX1Qx,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9dTDHJ35AoZGDLWogP74qTGq9dfsrBZZNkj1fTR6C9Gg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9ddbfA3xbKdBrhFDUyD7WRffLtr8KR95vn9jL7uGyisX,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9doHWd7BYec7Gjy3qj2QvFFeG8UQ3LFUSH43JQhyQR32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9e9jrMX8MvQTECM2APPA8KZMiaEKDhjbu436ZzubCMJV,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9eBTkn4SQBdrL8bN2BMUriUAwWVaAuhbo5tfn6yvaEAr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9eNcEmLiRUeAmMrrj89iWCjcd3hngr5YZ2yJ88YWqts7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9eUJXacVDS1UyWRKfGjrGcMgEp6TBEbRxQsv5qugWEvS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9enesF8reLT1dNeVLVPsJeYyNEtVGSt65rQxLvNqbHRX,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9erV76aa4qAkHeTkdRDg8ew47EZXADDKteLWrX9UnU3K,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9f94hZDM9fLrvXsue3KgCo2K5eewBaBHvk1LbfFLm42x,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9fQmt6ATNeSPw6esjs4jfoX5EcFiNfz9fn1tWHvkySPU,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9fud9XHt5cBXbeiSQB2syAWsgx86gWGGsunkuFyS53VS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9gEkMa1jrayywBdPUToecAN37Y1PZ9PHGdmsDFLAX6KW,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9gXFFiN3BTH2P83cYVBQB6kYYgaQqu8NuEHgVtN9WjRe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9gxBDddAvsVUmcLAwJWhnKr5dMN8rWkdqn8ZZ4V272bo,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9h4E9L4fgb4nvymUwc7b8zjP1bzAjjNy4VQ9s7i3P9UM,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9hMpKm3RBxpdUAETX6fdjLhj4VoNLGHwL2ovekc8HXZa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9hUxK8oMzU6R2kYYNg3UwkbqdiHxyyYEcsXuheYUtzdP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9hZSqP7V7ETqQ6AJNwZk3fR1JoUr9PHK5qjUcsn6wYTo,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9hvfxx1d8swHiMS1yyUZWFZiu3TvLCWgxXgjQZNqsdEp,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
