wallet_address,3LH7pDMG6maRkpHfQdN6hV36D6geFckDp7vTNDYTpump,5E8ifewWjdGPDCRdmvbua3YvV1QzjiZs63qJYwuFpump,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,8sxdRtLdtaYdHis1VSkCJoZUNVZXiaEKEUomzPRTpump,A4GoNqSZTvX4sSnRE1wFjEkemWm8jmbHhLgyCBAkpump,BPuNpj7eqg8R2z8jGxJqWZqxqoVritGsFpHTsNLHpump,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,MEW1gQWJ3nEXg2qgERiKu7FAFj79PHvQVREQUzScPP5
6YCJ3ibtiat6ZzQZzMeTsLXePA7YXCc8xFNYSCVZeWjB,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6YLpiRWYPwp8LjgWTjPFEWfN26PYRquKBM2kosqMLoCC,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6YW8aVUQo73df2ZfNsCEi77fKiFursqWpShmnFxeyS56,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6YZaXqQH77DxnkATeND5XdgZNW4M2FWpUtopmLbzjitP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6Ygo2okiBP7Eep7iGp8QXLMja7f8bikqp8mWfLWamKmt,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6YtEDfumXDQ9zAkdpMXSNuQPMABN5vjs4ZRKgTyxpXxC,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6YzmWCbQDjZJL28gpkEMhkabuvedfk1sKznPiJ9NSAN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6ZJgDT3vJ2NhXsB7JVcmF99bChsnzzijRxGJwnaY16Ly,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6ZZCf5NwFdfk3WFtusTu1XA74oKf4rLAajW6Rquzds1N,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6ZZYRwqWaTH4ZRSqjCAR4djkRzvjFhy193FGDZ9PRrHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6ZozabsXTvwjns7JCYYyaRHXvRuQL1YmGofC1t9bBoLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6ZvK5ioJTjMHaPJyZzVYMkvcJuh5G4Bowgb5pCxhuaag,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6a4n8VCP1kdCcFy8u4UYMmC69aACsyMi1Xs9E3Mk3BkH,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6a5W6mZoDjMCrYAgZLYs3Hh3HE5bifhY8S4Zj9j8ipna,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6a6ymR1ypc1Kunm7cWV4quVERAGdoosyvBUtb7jiPNJT,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6aFWJCtTPPNRtryEK8mXnbTq6S9mxrWJtvxNJujQ4oXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6aHJePMBRdVoWonhXtL43i4GhU2TNPmFB41Vf6UBmdpT,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6aRtsK5E296rgvZ3mxmnFrk2bE2n3FvJMYAG8bC7mmcD,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6bTZCMzJ7uuNe222jzkC5JxKZL6Hs8GH7wPbz6rZggQY,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6bnQX1C2dANXHuhRJaciuY2B5uxRXjgsNQuapoW5ZZPP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6btkobNjK5fUfhmh9TZ9TW6Ckgg6bc6C7T6LXhxn88ey,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6bv6q1ogSU6zDmv9gzNHqxmpsvUqDC41VSkwnZp7xZhv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6bvoph11rFC11ezXJ5f1i1rbgmPR6F6L4VYJd6s7qVDJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6c6Ui2EA214hiBNL6VdtJCUfnRxHN5NKTuTpo5V9sTih,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6cN5c8TBUSPnp15T7kEWiRSEsWG2aeasxUnjiRQkTy4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6coUrYZJm4WVCwkF3DMSirkPoGVg37vWb3SNETgZNMS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6dCv24hvYEHQb9zYWc9HBgHnjF2MMfTmoHnhTrdYHMdG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6dEDZXqPiHbkjvjXcZiMBJjW27WyHzYKGMHLY4wxuMvb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6dZb31eSRjbULxVbo1Xkdg96H9P9Ccn33A9zn9icdwqP,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6dZoQXfrg5AAA35SqpgFMSopScB8TZTQ36o48o4gXRJV,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6dbHRSaJyzGZUuJ5cxgEZwXxfGJeUPpBKhzEvtBu2Qrn,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6dzVa8eL6qH7YrhM7kisVZuPPVX1hQTpR7sswLHwuTZi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6eaWV1X2ZdsNYvQidCb15wZu8PNg9atmTjVw3r4QNHo4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6egkvvM6GjjsLbZFfvo2PDQQ5rN9WeeGhQDxRiFoWi4n,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6evs5FKngrNJ5TA6kqLe9wZvN3vXZsL6xzzYm6EjRk5S,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6eyhRk9gLoHNhTp6cCzcebX88HDxmzevFMHpGuKrd5CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6fCcUeUyofjT7q9WgXtczMczmk4LryJaVTtUQyeMdWRy,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6fMuTG5kcRBuQTwitBahT9T73nQpZUo1ZEJpQTFgfV5s,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6fqDRQ4nhqkQaZ2kupsZPRxhcojza1jBUBC4YuJiU7Tz,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6fx3sbPDBwhngRkrHBZ6AKnxp8cAakvhBC8SpnBwYHug,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6fzj5RbEwg7xwbckuBiZcqqU1NutZ7foDgwC9tBZ5ncV,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6gXvhq8wnheMpLppHtSSs3VNhaip9HENEDxPR8aCkbfj,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6hDZiwCgwRuE9nVm6HyyucS5RoyAhASYecxsdKyL6rh4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6hKWh8skb6mzwairFBXcoGvyRMZAxViVv9hKCeFarp9t,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6ha3g8UEqFoJ6m1AdS2AmdxCnC9XcJRBhVvzm6CgDdEA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6hg7EFpy8QC3bFJvo5fn3NSLy7vGrzqosAfTtJPBMRqS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6hv1X779UTuYnYTMGEqpgXXiNnyibMivRYv5YaK8zipM,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6iBgH9bJHPaFG27ynLEGPhENL4CP46L6GqgD3McxDLWX,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6iGxsjCbtPYmadHebqStCepTKZPBP7xDNixuRhAMaJBD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6iY2ujJdubqZVkWUq5Rs8Ec9qdD4aCUhwJPZf4i1jjmo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6iYMEDfJDwSK52GbVtnNYgRQVQWV5veEizhznfQmBFty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6iYbtvfBuDxuNWEfZRoyY69UTwd325qN1CmQNWvVwjmy,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6inqiHLKm7EBznWG13o6si6Y6Fj4abinboCkpojWbMjg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6iohpdEtV7Dge9A7rEwzYjVq9L6NYcH7BrBoeG2xfYP5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6itLhX6S1xgLGKhMCrnVgfXfPQ7EkNwy2NdjyzP6otS5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6itXPmkTxENX8tXhbdby5kw5o3sK9mQhdyLnXBY4my1F,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6jJdj1aN3r9r1oBRNbR8C5pizbEkzVbAQCX1JFN3qbA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6jRReEgVRX3CJhwLJffVqaX4Ps8DoozvzumNmoYFGiDb,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6jrxtTRaKcV9HY5fZDyfWA5NcshZ2eqCSv5xtTBWDWRp,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6k1sTuE23ECU6BNoJpNo4nMdSWCSKR6WBzeuqE6Vtidr,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6kgiTjZMbXWZcoEyWQjZUz8bBM9kRk6BZsnwbn9Vi62k,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6kxFsGyEXPx9qZ1uox5Wyp1aezWbebAFzfNzWs9rYUn9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6mqz91PynLKpW67xpzRKrst6L3DitQtDvCEQFyLsTsx5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6mrSFo15mYdhQGR6u1HWDnpGEBoneth8g4DQpJcji8t5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6msMbYDPQmoH93hGfJzsXpW1pwret7ZCpK7fGATUZogh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6mubxb9TKg1rpfrYsNs3R31XQjWjccMKsFMMmTaoExMW,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6nKR5sxXA6L6yHLt42iw6en7b27pfvZjn8tgAHzR7C4o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6o2Q9wauwVhPAeSuSGBt5d9t7xUc589Xufawsbauq3yV,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6o3wwDnH9dqNrKCnDmKGYNEt3Ubu1kgZzWgVT2zb8uB4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6oCUsUf6b6Lg7QqHB3Sw6gkP6uyX4zqa8GoCUNvY5mnh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6oKf8T5tiHMiDWorjjyA2ibzMPTcXRK73ZBSfG2BLbVU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6oiDUVyS6jXrNoRk5gnUDLt5V6sHzuoRBKgZ3EYWJs2X,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6onQAafNHccJznPx2tgP22w9pBbmqDJ6sWtvuoDFhBg2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6oqXQ3FhzghdFSfZgc4cAaaZDrEgdgUPRPLDSzG1enaq,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6p3PM76fvm8SCzCz877NguVJprDwph9KLu7SPsV3qrpu,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6pBfwtQZq7Yeqxmc2aCdNYBBadwowJgTnrBhesaEaikn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6pXHwK6zzzEzidn3E9hwqveXqLNZ1kwQ19aQ794j2ys3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6q9gRoFTSD2Jx7S6mx8AiWaTSgX7atunuka2BwtNnMo9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6qC7z8eCinWBmuEqAFuSFiNYhyiygi9Fwqaj3w6SdSne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6qDM43hrrvvMcMPFsTittzDrP8oXLB4TU3gcvhUsRNZ3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6qLygfNUquTecJhHHNjKETd8s43BMoMRDLXYg9xPHM4e,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6qXxntaMsMWkZhLpQTSGu1MF9jhsrS2CJpZsdFdY22yb,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6qecSffSrbYDzJoonaCFwakTmBdikHR9m74owBe5qpBM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6qhV451rcatEbAGa5bycx7qdNUk1dbvYzeLXcttgP81v,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6qwiJTLDPS222HsdsN423f1VAPxyJGc8LHKZSBzQKK5U,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6r8XdMEyZiqeJEW5oPiiYRcTCHcKFSy9akvrQQ4niHWC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6rSGg8WrUPhiYBaJ2iVAGcqRMn5C4LSmsuDrsfnXfAMs,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6rg7Pq1dQFNDyGbtuFTsjtuMkDLEey53X344ncEi8XRW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6rogtpsZCRWFEJzZWDPenCsa1Sc9zxvAqsB2PDQFRtHg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6sB9wTAvaofJrQeCZAWFDTyno1zAysbhZKRNsAsq65NE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6sHrk4NYKA8iaEWPqu4jBLoGAeFaAxczpyicc9LEKhQT,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6sm73E1b1Zag5Qph1nNNrqfwp44ZVra7GXn5J4ETh5qx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6smBKDhMPxf9AD3Na7GkXnt5trhwKkfSEf1aWT4y5Aka,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6so4rDBTbGmg9Dzuj6p8hRbLeT1vLhAC44P6VPKfvfaB,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6sw8NmmdRtpY74ktDkBinPsuuThHeS5of59vzEeqEUTQ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6tEipYNfU7NTLJ3ZB55jTYeiHWQNxMFpnYRVPZJDkwYe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6tVY1RA9Xvzdg1esyteihbcrsQa8Nxzj16KUvjMiZHG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6tcwxTt5EQ4ihANiFMZDQtkz3hahC613EHTGh7qEfTSn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6tg8ufSkDsGbV2Rf8tJvSd5ny5ZErAAerQUfJ6RM7vdk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6txTnaHupoeRo1SGYWkFZcCtdyK3esrRJUwjWDYawTsE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6u6tmWEnQjyKwf4CWcvp9maLuGfgVoVM7oepA1c8faVM,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6uEpQZfyTvB3hfj6ZLrQFcXh4MqokyQdZfDdpCVMePN2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6uipdFtxemPHnXLEE1cRodt1XWqDHJ18ET8iqiHRr3Er,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6uxPW9p7yejaQTD2RXn2Va7vmUy29Cy74xHfFzmDSKeH,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6vGqou28BoRsHfsbK8SLqJD7gABDoFJghNY1hMMre26x,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6vWHyDcTip952bpPX6HmNNQ7GsYBMb2ugKMxwjLCcCWG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6vfCF1iMk2AN6XKiSrsWVW3KHMwvSQw6ya5pTtNRBHqA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6vhhdvf9sp5kCrwvfRSwRkzXceMVUZ5fue8jVrmedj4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6vshxKmWitsL94i6CVrbZskbTVrVE3bMUSKPnZRTgfME,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6w23ZXo89isGTGND4vLLdQ4ik52qB5f7tk9Su5fCMji,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6w3sSQPWu9wQZQcZxFk36XMzmLz4JmRSjq2Up9LtJcbP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6w8bDwFc3Lz6Kt7Zv3wDhdQryvy6LkpzJhEM9xoHPo42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6wBw6DNKCzbyYCz5a5WPwuvxMhQPNoh2oqKGdKKQmVgf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6wguENVpmpJb2p6xAK3uVQyvCgSvahVPJE9kHkeaAzmW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6wnpaNTYErvsnZx7ZcTWU4Yctp4u9cfu5vKv8KsPPfFm,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6wv89ugXW6JLwCkiZRqbatGSrWpBQznwHDdUo21yFkZA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6wvbEJdgaBx3vh9F6BEzXAPq1qtsGneafn1UJ9HeB3US,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6x1Y9zUuZVg6496mjDVX3QXzGRNGshEPNogUuXBwetKK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6xRiELgXmmcS93bWYiW4DmzxjZW3sfUFVhamYmwqgRJV,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6xfJ9SEwNmc1uznDEYUXcqRA7APMJPjjwU3b8MhPVVZJ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6xqBF3ANaVJ5fAYoCScQQQFVtmb5USTED4AKSmMoH4Yb,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6xyAj1Yjd2xEc8FWihcQWgdQqJkEWARmjB8MmsNAHEto,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6yFwxDZ22QNr4dnCPwPLLEHhrQp2HRQiU49iTmG4SP1J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6yGpcxzS2h9gNNSq7NShnfE2Z3Y5BnLwBGkhqHNVJnds,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6yf2R3zsC5qDxSZVv7TrtGNbHF7cSt1ZqYpBrtRVDYcs,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6z4RLArdUQuzUoXiDP2LmUjGeNVV9FKLZVhN7Ma2FtMm,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6z7KZrdRNkxh9ZRtpEfER4QCXHpaZYt4aSKuYkL9xdQC,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6zHSDnfcb49gzyMe3DSXaagvUdM9yfPCimRPo56UPFoC,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6zKPKbZjcBUD5pJaQGT3vENKmTfK2YDGfzXxSrQH7DSx,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
712mcCSsspcPa4tuRYHTaM5r2qmUwdqP8PAyfADFcR2Y,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71ES2geUX6bAqUTYxwog8e47dktDnJWgauMK83Bt3ZRR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
71To2fr6ViwjiyQvo1QjfKZ2bAbrnBwFJhZCcrTPQKQ4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
71bTUyBKCHZ6F8pD2NB9u962MVvQFD8MJ6MrgLqZZLka,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
71pZ1MeoUJHp3cJLtkKjCfnxY4BSpj2LHiBwhWoWH5A3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
71vGG7oKaGwf2AQS7WYbhR7qAXS8dyvmnLVTSQjpiJgu,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7231PU7EnRvkXCDAALHn4aa1n8BMaB9JBek94KopLW4s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
726ECR8PKuPEcaDNrdcJN1T4f4R7ZQU1uWiskWRcbj1X,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
72CDhL3uRePchwrub6qQM9zUxjEMSYMM5ADd3jN6DUcP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
72KAehdopamLpYSv7hat4AmWJxKMFiZvEDbLi99EFSXz,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
72Lktqpv873zf9HDAYzoNGxW3EePiMH9sysy3q5m9rod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
72eygp5fXLiU3iptrsz8Gdae4aiiuuHLAEPrcxh9gefu,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
72mrjH6d5mCVmRu3rUfguKvTdssRyKmyco8YhA4ZMKT1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
72thKi9qdQZdr4jbg4rPJb5bkzqBry9RCW4SvyqqCqrs,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
72w6oBUgChnBwe34PrF8x8Tr2mifqAZKoierohnrTRz6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
72zhhNkFJ5AG3vH1fbUxkPwTVChSA9vtLdH4fZcBZnuo,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
73BKe8SBswggrqmPnmNMoE512CjXqG2P9HNCMDMpHXbD,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
73EjVveysw2vcs4wjdx9W8g3DBuSAnzJ5XndXkrP9VUy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73NrpSCtJwAH3hNBCEE6iZ8jj9t4iXKFyJ5Pt36y89mj,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
73QfjBaKuPLhPAJMyW8bWUm9ehtL1ekV94uLmpxkExxZ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
74N8rrE78TbYEB6GX6USFdWZEDQokW3CSjWJqs494Bat,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74QgXZXLkuYxHNhQW4QwsrkEGmQybQaRh9iRe1uHaBXE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
74fQpeWP9EpUifgC7kiYQLxNXKsfgCCaeoDAdRQEtkeg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
74gVyN4axKVAyJazKMxKvi2f4ZFg6TRmZcrGyNFKCBtr,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
74xJkGmh2CghonrsYJ6dG9L3f2E77H7Tvs6SmAGfcBcL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
75JHsay1trh2sm5AX9iFgFHZUWHbQqMkwpYsAKTK8222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
75RBnyF168q4txJcURgE3eVqyazPaoderqv18LWETvM6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
75Rm5uF4QTuMwRhdGPdULyKUf7L4EEfXTJ1biZE7anqE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
75qkgAr8Tm69SpVp3ckdHPVAp1wgwDbF3ZWB7PsPK4ei,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
75tNo4mrENdNqtJwG3ZJScVmtGYC17vJXTxcyc1fMXUZ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
75w6ahrtEYvKWNcLGMaURBQCKsZBF84qHQ735nKKzLxG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
76NcU253crQnmHawf1USeLLTmPzfa5LWu2i12JLFaLzC,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76R2bGzohKr8ahdVR85KuJwi5R2cE4Qvg62Gv2off1Bm,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76bGDvkKxVgbtkUDbDzcbP66sv87U57tDhthSgwkGXu6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7722p2kuCYJ7H55wee8PegXKi7WWdVBE4FuUkYhMfLVQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
77Baq76LbELec4dzJnTRybt3qcT3L8f89TgAfWVVZtgk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
77FFmCo6iCnTQgfc7XyE47ryoty2YCC2rpewdpuAVe87,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
77QGkg4iK94N4MChrsRmzx3krPB9v8L3vog5vmmDRSAx,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
77UFmqKBPbBXZ88kQWUbM9WQkABfdepbT9LSSsbjx7Ze,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77Y8Y8sMA4gyjjpXX53fXvxUzqe7Ndeex75wPECDXKiX,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77crfouP2NkDAPDDXFYzPxMPraVb57Wghu8uV55rN4WM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
77thNcE6EpyH7D63WfvxNdukRYmDcCWRed2riGHp2D2G,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
78c1et3AV19jzYkS7fg7yuQh2zyHwxoXgwKYy6cLpqu3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
78dshPYZxrJJXCwbWQa6HswRxs9yTawuS9HHBrsJ9FqV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
